queryID	query_name	qstart	qend	refID	ref_name	rstart	rend	identity	evalue	qproduct	qgeneID	rproduct	rgeneID	merged_query	merged_query_name	merged_ref	merged_ref_name	phage	bacteria	EOP_value	gene	cluster
ewik	Ewik_contig_1	18329	21614	coliflower	Coliflower_contig_1	16756	19069	95.3	7.311e-316	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	JDOEVDKM_CDS_0028	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	coliflower - JDOEVDKM_CDS_0028	coliflower - JDOEVDKM_CDS_0028 - central tail fiber J	ewik	A insolitus vya	1	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	coliflower	Coliflower_contig_1	16756	19069	95.3	7.311e-316	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	JDOEVDKM_CDS_0028	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	coliflower - JDOEVDKM_CDS_0028	coliflower - JDOEVDKM_CDS_0028 - central tail fiber J	ewik	A insolitus neet	1	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	coliflower	Coliflower_contig_1	16756	19069	95.3	7.311e-316	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	JDOEVDKM_CDS_0028	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	coliflower - JDOEVDKM_CDS_0028	coliflower - JDOEVDKM_CDS_0028 - central tail fiber J	ewik	A insolitus aura	1	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	coliflower	Coliflower_contig_1	16756	19069	95.3	7.311e-316	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	JDOEVDKM_CDS_0028	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	coliflower - JDOEVDKM_CDS_0028	coliflower - JDOEVDKM_CDS_0028 - central tail fiber J	ewik	A insolitus cram	0	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	17358	15213	gadget	Gadget_contig_1	13643	14699	47.7	6.25e-87	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	IFXVGPNG_CDS_0027	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	gadget - IFXVGPNG_CDS_0027	gadget - IFXVGPNG_CDS_0027 - virion structural protein	ewik	A xylosoxidans jini	0	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	17358	15213	gadget	Gadget_contig_1	13643	14699	47.7	6.25e-87	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	IFXVGPNG_CDS_0027	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	gadget - IFXVGPNG_CDS_0027	gadget - IFXVGPNG_CDS_0027 - virion structural protein	ewik	A xylosoxidans ayb	1	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	17358	15213	gadget	Gadget_contig_1	13643	14699	47.7	6.25e-87	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	IFXVGPNG_CDS_0027	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	gadget - IFXVGPNG_CDS_0027	gadget - IFXVGPNG_CDS_0027 - virion structural protein	ewik	A xylosoxidans suz	1	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	17358	15213	gadget	Gadget_contig_1	13643	14699	47.7	6.25e-87	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	IFXVGPNG_CDS_0027	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	gadget - IFXVGPNG_CDS_0027	gadget - IFXVGPNG_CDS_0027 - virion structural protein	ewik	A insolitus vya	1	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	17358	15213	gadget	Gadget_contig_1	13643	14699	47.7	6.25e-87	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	IFXVGPNG_CDS_0027	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	gadget - IFXVGPNG_CDS_0027	gadget - IFXVGPNG_CDS_0027 - virion structural protein	ewik	A insolitus neet	1	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	17358	15213	gadget	Gadget_contig_1	13643	14699	47.7	6.25e-87	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	IFXVGPNG_CDS_0027	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	gadget - IFXVGPNG_CDS_0027	gadget - IFXVGPNG_CDS_0027 - virion structural protein	ewik	A insolitus aura	1	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	17358	15213	gadget	Gadget_contig_1	13643	14699	47.7	6.25e-87	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	IFXVGPNG_CDS_0027	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	gadget - IFXVGPNG_CDS_0027	gadget - IFXVGPNG_CDS_0027 - virion structural protein	ewik	A insolitus cram	0	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	18329	21614	gadget	Gadget_contig_1	17003	20501	94.9	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	IFXVGPNG_CDS_0032	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	gadget - IFXVGPNG_CDS_0032	gadget - IFXVGPNG_CDS_0032 - central tail fiber J	ewik	A xylosoxidans jini	0	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	gadget	Gadget_contig_1	17003	20501	94.9	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	IFXVGPNG_CDS_0032	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	gadget - IFXVGPNG_CDS_0032	gadget - IFXVGPNG_CDS_0032 - central tail fiber J	ewik	A xylosoxidans ayb	1	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	gadget	Gadget_contig_1	17003	20501	94.9	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	IFXVGPNG_CDS_0032	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	gadget - IFXVGPNG_CDS_0032	gadget - IFXVGPNG_CDS_0032 - central tail fiber J	ewik	A xylosoxidans suz	1	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	gadget	Gadget_contig_1	17003	20501	94.9	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	IFXVGPNG_CDS_0032	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	gadget - IFXVGPNG_CDS_0032	gadget - IFXVGPNG_CDS_0032 - central tail fiber J	ewik	A insolitus vya	1	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	gadget	Gadget_contig_1	17003	20501	94.9	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	IFXVGPNG_CDS_0032	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	gadget - IFXVGPNG_CDS_0032	gadget - IFXVGPNG_CDS_0032 - central tail fiber J	ewik	A insolitus neet	1	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	gadget	Gadget_contig_1	17003	20501	94.9	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	IFXVGPNG_CDS_0032	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	gadget - IFXVGPNG_CDS_0032	gadget - IFXVGPNG_CDS_0032 - central tail fiber J	ewik	A insolitus aura	1	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	gadget	Gadget_contig_1	17003	20501	94.9	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	IFXVGPNG_CDS_0032	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	gadget - IFXVGPNG_CDS_0032	gadget - IFXVGPNG_CDS_0032 - central tail fiber J	ewik	A insolitus cram	0	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	infector	Infector_contig_1	16891	20389	100.0	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	IHDRJJQR_CDS_0034	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	infector - IHDRJJQR_CDS_0034	infector - IHDRJJQR_CDS_0034 - central tail fiber J	ewik	A xylosoxidans jini	0	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	infector	Infector_contig_1	16891	20389	100.0	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	IHDRJJQR_CDS_0034	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	infector - IHDRJJQR_CDS_0034	infector - IHDRJJQR_CDS_0034 - central tail fiber J	ewik	A xylosoxidans ayb	1	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	infector	Infector_contig_1	16891	20389	100.0	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	IHDRJJQR_CDS_0034	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	infector - IHDRJJQR_CDS_0034	infector - IHDRJJQR_CDS_0034 - central tail fiber J	ewik	A xylosoxidans suz	1	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	infector	Infector_contig_1	16891	20389	100.0	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	IHDRJJQR_CDS_0034	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	infector - IHDRJJQR_CDS_0034	infector - IHDRJJQR_CDS_0034 - central tail fiber J	ewik	A insolitus vya	1	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	infector	Infector_contig_1	16891	20389	100.0	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	IHDRJJQR_CDS_0034	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	infector - IHDRJJQR_CDS_0034	infector - IHDRJJQR_CDS_0034 - central tail fiber J	ewik	A insolitus neet	1	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	infector	Infector_contig_1	16891	20389	100.0	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	IHDRJJQR_CDS_0034	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	infector - IHDRJJQR_CDS_0034	infector - IHDRJJQR_CDS_0034 - central tail fiber J	ewik	A insolitus aura	1	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	infector	Infector_contig_1	16891	20389	100.0	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	IHDRJJQR_CDS_0034	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	infector - IHDRJJQR_CDS_0034	infector - IHDRJJQR_CDS_0034 - central tail fiber J	ewik	A insolitus cram	0	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	17358	15213	infector	Infector_contig_1	13741	14812	90.3	2.0200000000000002e-211	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	IHDRJJQR_CDS_0029	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	infector - IHDRJJQR_CDS_0029	infector - IHDRJJQR_CDS_0029 - virion structural protein	ewik	A xylosoxidans jini	0	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	17358	15213	infector	Infector_contig_1	13741	14812	90.3	2.0200000000000002e-211	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	IHDRJJQR_CDS_0029	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	infector - IHDRJJQR_CDS_0029	infector - IHDRJJQR_CDS_0029 - virion structural protein	ewik	A xylosoxidans ayb	1	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	17358	15213	infector	Infector_contig_1	13741	14812	90.3	2.0200000000000002e-211	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	IHDRJJQR_CDS_0029	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	infector - IHDRJJQR_CDS_0029	infector - IHDRJJQR_CDS_0029 - virion structural protein	ewik	A xylosoxidans suz	1	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	17358	15213	infector	Infector_contig_1	13741	14812	90.3	2.0200000000000002e-211	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	IHDRJJQR_CDS_0029	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	infector - IHDRJJQR_CDS_0029	infector - IHDRJJQR_CDS_0029 - virion structural protein	ewik	A insolitus vya	1	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	17358	15213	infector	Infector_contig_1	13741	14812	90.3	2.0200000000000002e-211	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	IHDRJJQR_CDS_0029	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	infector - IHDRJJQR_CDS_0029	infector - IHDRJJQR_CDS_0029 - virion structural protein	ewik	A insolitus neet	1	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	17358	15213	infector	Infector_contig_1	13741	14812	90.3	2.0200000000000002e-211	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	IHDRJJQR_CDS_0029	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	infector - IHDRJJQR_CDS_0029	infector - IHDRJJQR_CDS_0029 - virion structural protein	ewik	A insolitus aura	1	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	17358	15213	infector	Infector_contig_1	13741	14812	90.3	2.0200000000000002e-211	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	IHDRJJQR_CDS_0029	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	infector - IHDRJJQR_CDS_0029	infector - IHDRJJQR_CDS_0029 - virion structural protein	ewik	A insolitus cram	0	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	18329	21614	patchman	Patchman_contig_1	16753	20251	94.7	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	QLZSKYRQ_CDS_0032	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	patchman - QLZSKYRQ_CDS_0032	patchman - QLZSKYRQ_CDS_0032 - central tail fiber J	ewik	A xylosoxidans jini	0	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	patchman	Patchman_contig_1	16753	20251	94.7	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	QLZSKYRQ_CDS_0032	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	patchman - QLZSKYRQ_CDS_0032	patchman - QLZSKYRQ_CDS_0032 - central tail fiber J	ewik	A xylosoxidans ayb	1	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	patchman	Patchman_contig_1	16753	20251	94.7	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	QLZSKYRQ_CDS_0032	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	patchman - QLZSKYRQ_CDS_0032	patchman - QLZSKYRQ_CDS_0032 - central tail fiber J	ewik	A xylosoxidans suz	1	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	patchman	Patchman_contig_1	16753	20251	94.7	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	QLZSKYRQ_CDS_0032	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	patchman - QLZSKYRQ_CDS_0032	patchman - QLZSKYRQ_CDS_0032 - central tail fiber J	ewik	A insolitus vya	1	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	patchman	Patchman_contig_1	16753	20251	94.7	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	QLZSKYRQ_CDS_0032	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	patchman - QLZSKYRQ_CDS_0032	patchman - QLZSKYRQ_CDS_0032 - central tail fiber J	ewik	A insolitus neet	1	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	patchman	Patchman_contig_1	16753	20251	94.7	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	QLZSKYRQ_CDS_0032	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	patchman - QLZSKYRQ_CDS_0032	patchman - QLZSKYRQ_CDS_0032 - central tail fiber J	ewik	A insolitus aura	1	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	18329	21614	patchman	Patchman_contig_1	16753	20251	94.7	0.0	central tail fiber J	AXUUMYTS_CDS_0021	central tail fiber J	QLZSKYRQ_CDS_0032	ewik - AXUUMYTS_CDS_0021	ewik - AXUUMYTS_CDS_0021 - central tail fiber J	patchman - QLZSKYRQ_CDS_0032	patchman - QLZSKYRQ_CDS_0032 - central tail fiber J	ewik	A insolitus cram	0	AXUUMYTS_CDS_0021	cluster_1
ewik	Ewik_contig_1	17358	15213	patchman	Patchman_contig_1	14558	15818	44.2	1.07e-69	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	QLZSKYRQ_CDS_0029	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	patchman - QLZSKYRQ_CDS_0029	patchman - QLZSKYRQ_CDS_0029 - virion structural protein	ewik	A xylosoxidans jini	0	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	17358	15213	patchman	Patchman_contig_1	14558	15818	44.2	1.07e-69	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	QLZSKYRQ_CDS_0029	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	patchman - QLZSKYRQ_CDS_0029	patchman - QLZSKYRQ_CDS_0029 - virion structural protein	ewik	A xylosoxidans ayb	1	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	17358	15213	patchman	Patchman_contig_1	14558	15818	44.2	1.07e-69	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	QLZSKYRQ_CDS_0029	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	patchman - QLZSKYRQ_CDS_0029	patchman - QLZSKYRQ_CDS_0029 - virion structural protein	ewik	A xylosoxidans suz	1	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	17358	15213	patchman	Patchman_contig_1	14558	15818	44.2	1.07e-69	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	QLZSKYRQ_CDS_0029	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	patchman - QLZSKYRQ_CDS_0029	patchman - QLZSKYRQ_CDS_0029 - virion structural protein	ewik	A insolitus vya	1	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	17358	15213	patchman	Patchman_contig_1	14558	15818	44.2	1.07e-69	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	QLZSKYRQ_CDS_0029	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	patchman - QLZSKYRQ_CDS_0029	patchman - QLZSKYRQ_CDS_0029 - virion structural protein	ewik	A insolitus neet	1	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	17358	15213	patchman	Patchman_contig_1	14558	15818	44.2	1.07e-69	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	QLZSKYRQ_CDS_0029	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	patchman - QLZSKYRQ_CDS_0029	patchman - QLZSKYRQ_CDS_0029 - virion structural protein	ewik	A insolitus aura	1	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	17358	15213	patchman	Patchman_contig_1	14558	15818	44.2	1.07e-69	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	QLZSKYRQ_CDS_0029	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	patchman - QLZSKYRQ_CDS_0029	patchman - QLZSKYRQ_CDS_0029 - virion structural protein	ewik	A insolitus cram	0	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	17358	15213	rage	Rage_contig_1	14060	15251	71.6	1.54e-145	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	MOJOLAXZ_CDS_0024	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	rage - MOJOLAXZ_CDS_0024	rage - MOJOLAXZ_CDS_0024 - virion structural protein	ewik	A xylosoxidans jini	0	AXUUMYTS_CDS_0018	cluster_2
ewik	Ewik_contig_1	17358	15213	rage	Rage_contig_1	14060	15251	71.6	1.54e-145	tail fiber protein	AXUUMYTS_CDS_0018	virion structural protein	MOJOLAXZ_CDS_0024	ewik - AXUUMYTS_CDS_0018	ewik - AXUUMYTS_CDS_0018 - tail fiber protein	rage - MOJOLAXZ_CDS_0024	rage - MOJOLAXZ_CDS_0024 - virion structural protein	ewik	A xylosoxidans ayb	1	AXUUMYTS_CDS_0018	cluster_2
